numero_de_cliente,estimulo
4607274,0
4607324,0
4607365,0
4607619,0
4607644,0
4607833,0
4607899,0
4608068,0
4608163,0
4608210,0
4608489,0
4608803,1
4608854,0
4609039,0
4609246,0
4609341,0
4609611,0
4609803,0
4609916,0
4609953,0
4610038,0
4610217,0
4610230,0
4610374,0
4610418,0
4610434,0
4610503,0
4610582,0
4610657,0
4610773,0
4610792,0
4610802,0
4610855,0
4611059,0
4611138,0
4611235,0
4611279,0
4611358,0
4611380,0
4611389,0
4611433,0
4611446,0
4611603,0
4611628,0
4612156,0
4612561,0
4612605,0
4612730,0
4613076,0
4613620,0
4614323,0
4614421,1
4614449,0
4614505,0
4614672,0
4614879,0
4614895,0
4614977,0
4614996,1
4615718,0
4616079,0
4616083,0
4616258,0
4616576,0
4616698,0
4616730,0
4616811,0
4617132,0
4617138,0
4617220,0
4617298,0
4617358,0
4617377,0
4617449,0
4617650,0
4617770,0
4617864,0
4617999,0
4618027,0
4618118,0
4618671,0
4618718,0
4618838,0
4619623,0
4620346,0
4620368,0
4620412,0
4620528,0
4620698,0
4620773,0
4621015,0
4621643,0
4621706,0
4621913,0
4622020,0
4622045,0
4622196,0
4622253,0
4622334,0
4622385,0
4622403,0
4622457,1
4622539,0
4622595,0
4622953,0
4623123,0
4623139,0
4623456,0
4623544,0
4623607,0
4624021,0
4624043,0
4624160,0
4624244,0
4624317,0
4624691,0
4624835,0
4624876,0
4625121,0
4625190,0
4625218,0
4625259,0
4625325,0
4625636,0
4625778,0
4625815,0
4625982,0
4625997,0
4626406,0
4626478,0
4626481,0
4626525,0
4626572,0
4626751,0
4626865,0
4627612,0
4627615,0
4627688,0
4627807,0
4628344,0
4628394,0
4628530,0
4628655,0
4628765,0
4629293,0
4629306,0
4629309,0
4629447,0
4629513,0
4629576,0
4630239,0
4630251,0
4630261,0
4630320,0
4630374,0
4630562,0
4630857,0
4630864,0
4630879,0
4630923,0
4630930,0
4630974,0
4631087,0
4631231,0
4631307,0
4631520,0
4631583,0
4631599,0
4631718,0
4631791,0
4632098,0
4632108,0
4632158,0
4632190,0
4632422,0
4632457,0
4632523,0
4632626,0
4632670,0
4632686,0
4632865,0
4632994,0
4633019,0
4633091,0
4633160,0
4633330,0
4633427,0
4633487,0
4633591,0
4633807,0
4633983,0
4634188,0
4634272,0
4634335,0
4634414,0
4634486,0
4634561,0
4634759,0
4634781,0
4634794,0
4634872,0
4635187,0
4635221,0
4635224,0
4635303,0
4635463,0
4635520,0
4635758,0
4635768,0
4635771,0
4635815,1
4636220,0
4636352,0
4636478,0
4636610,0
4636613,0
4636616,0
4636698,0
4636786,0
4636795,0
4636999,0
4637002,0
4637122,0
4637166,0
4637191,0
4637568,0
4637813,0
4637888,0
4637939,0
4638306,0
4638426,0
4638454,0
4638561,0
4638580,0
4638686,0
4638856,0
4638916,0
4638963,0
4639019,0
4639110,0
4639139,0
4639352,0
4639494,0
4639802,0
4640084,0
4640801,0
4640851,0
4641551,0
4641592,0
4641683,0
4641737,0
4641878,0
4641894,0
4642026,0
4642089,0
4642148,0
4642406,0
4642453,0
4642563,0
4642616,0
4642852,0
4643609,0
4643911,0
4644153,0
4644231,0
4644429,0
4644464,0
4644643,0
4644756,0
4645013,0
4645089,0
4645252,0
4645321,0
4645434,0
4645532,0
4645560,0
4645582,0
4645739,0
4645742,0
4645852,0
4646050,0
4646364,0
4646383,0
4646543,0
4646600,0
4646616,0
4646682,0
4646732,0
4647021,0
4647096,0
4647162,0
4647392,0
4647853,0
4647979,0
4648218,0
4648303,0
4648312,0
4648400,0
4648582,0
4648645,0
4648673,0
4648944,0
4648991,0
4648994,0
4649063,0
4649201,0
4649264,0
4649462,0
4649534,0
4649544,0
4649691,0
4649845,0
4649886,0
4650040,0
4650100,0
4650194,0
4650200,0
4650216,0
4650222,0
4650376,0
4650398,0
4650439,0
4650502,0
4651070,0
4651111,0
4651199,0
4651218,0
4651281,1
4651284,0
4651297,0
4651438,0
4651469,0
4651950,0
4652157,0
4652255,0
4652506,0
4652578,0
4652632,0
4652635,0
4652641,0
4652654,0
4652905,0
4653056,0
4653153,0
4653442,0
4653449,0
4653452,0
4653502,0
4653584,0
4653719,0
4653785,0
4653791,0
4653845,0
4654036,0
4654115,0
4654168,0
4654347,0
4654360,0
4654410,0
4654429,0
4654482,0
4654925,0
4655151,0
4655327,0
4655440,0
4655472,0
4655915,0
4656330,0
4656534,0
4656553,0
4656810,0
4657178,0
4657354,0
4657618,0
4657787,0
4657935,0
4658111,0
4658717,0
4658836,0
4658918,0
4658956,0
4659144,0
4659182,0
4659320,0
4659509,0
4659707,0
4659776,0
4659914,1
4660087,0
4660203,0
4660442,0
4660473,0
4660552,0
4660916,0
4661007,0
4661149,0
4661152,0
4661199,0
4661230,0
4661422,0
4661601,0
4661733,0
4661761,0
4661796,0
4661896,0
4662091,0
4662239,0
4662299,0
4662355,0
4662474,0
4662606,0
4662845,0
4662848,0
4662877,0
4662908,0
4662927,0
4663200,0
4663282,0
4663433,0
4663753,0
4663876,0
4664642,0
4664862,0
4664966,0
4665245,0
4665311,1
4665355,0
4665409,0
4665585,0
4665641,0
4665720,0
4666163,0
4666430,0
4666502,0
4666533,0
4666706,0
4666794,0
4666873,0
4667181,0
4667272,0
4667300,0
4667341,0
4667432,0
4667444,0
4667479,0
4667495,0
4667510,0
4667532,0
4667611,0
4667614,0
4667630,1
4667639,0
4667715,0
4667718,0
4667721,0
4667821,0
4668261,0
4668286,0
4668290,0
4668522,0
4668930,0
4669113,0
4669317,1
4669364,0
4669405,0
4669493,0
4669527,0
4669556,0
4669697,0
4669807,0
4669898,0
4670074,0
4670140,0
4670335,0
4670517,0
4670671,0
4670683,0
4670693,0
4670815,0
4670897,0
4670994,0
4671032,0
4671362,0
4671447,0
4671595,0
4671808,0
4671840,0
4672125,0
4672364,0
4672575,0
4672609,0
4672663,0
4672669,0
4672801,0
4672927,1
4672939,0
4673106,0
4673112,0
4673172,0
4673250,0
4673272,0
4673533,0
4673775,0
4673781,0
4673841,0
4673998,0
4674089,0
4674108,0
4674218,0
4674221,0
4674595,0
4674774,0
4674846,0
4675041,0
4675088,0
4675220,0
4675251,0
4675283,0
4675801,0
4675974,0
4676580,0
4676599,0
4676608,0
4676634,0
4676963,0
4677011,0
4677026,0
4677070,0
4677117,0
4677130,0
4677224,0
4677356,0
4677406,0
4677460,1
4677592,0
4677651,0
4677743,0
4677790,0
4678000,0
4678050,0
4678076,0
4678405,0
4678581,0
4678691,0
4678698,0
4679015,0
4679040,0
4679059,0
4679065,0
4679134,0
4679266,0
4679354,0
4679442,0
4679492,0
4679514,0
4679555,0
4679602,0
4679807,0
4679910,0
4680058,0
4680155,0
4680356,0
4680448,0
4680460,0
4680473,0
4680504,0
4680620,0
4680916,0
4680953,0
4680985,0
4680991,0
4681167,0
4681330,0
4681359,0
4681362,0
4681437,0
4681644,0
4682043,0
4682172,0
4682188,0
4682191,0
4682285,0
4682339,0
4682433,0
4682515,0
4682741,0
4682769,0
4682980,0
4683090,0
4683303,0
4683306,0
4683413,0
4683696,0
4683800,0
4683812,0
4684070,0
4684780,0
4684887,0
4685276,0
4685320,0
4685333,0
4685355,0
4685389,0
4685399,0
4685700,0
4686209,0
4686297,0
4686319,0
4686325,0
4686379,0
4686555,0
4686646,0
4686696,0
4686715,0
4686872,0
4686878,0
4687089,0
4687139,0
4687211,0
4687233,0
4687255,0
4687921,1
4687968,0
4688085,0
4688311,0
4688393,0
4688452,0
4688682,0
4688694,0
4689071,0
4689319,0
4689357,0
4689376,0
4689398,0
4689442,0
4689486,0
4689558,0
4689662,0
4689709,0
4689725,0
4689784,0
4689797,0
4689847,0
4689857,0
4689954,0
4689995,0
4690014,0
4690061,0
4690095,0
4690174,0
4690212,0
4690290,0
4690491,0
4690516,0
4690545,0
4690733,0
4690818,0
4690925,0
4691324,0
4691415,0
4691512,0
4691559,0
4691638,0
4691870,0
4691968,0
4692015,0
4692326,0
4692665,0
4692948,0
4693180,0
4693290,0
4693375,0
4693564,0
4693636,0
4693784,0
4693859,0
4693897,0
4693959,0
4694544,0
4694597,0
4694619,0
4694660,0
4694742,0
4694801,0
4694902,0
4695103,0
4695238,0
4695270,0
4695414,0
4695474,0
4695530,0
4695609,0
4695684,0
4695697,0
4695907,0
4696002,0
4696052,0
4696259,0
4696416,0
4696470,0
4696759,0
4696960,0
4697123,0
4697692,0
4697720,0
4697748,0
4698141,0
4698207,0
4698697,0
4698732,0
4698741,0
4698816,0
4699153,0
4699266,0
4699310,0
4699360,0
4699410,0
4699479,0
4699693,0
4699753,0
4699765,0
4699885,0
4700123,0
4700419,0
4700569,0
4700975,0
4701103,0
4701210,0
4701333,0
4701383,0
4701528,0
4701729,0
4701835,1
4702574,0
4702872,0
4703362,0
4703607,0
4703610,0
4703711,0
4703724,0
4703818,0
4704355,0
4704358,0
4704399,0
4704405,0
4704851,0
4704958,0
4705021,0
4705194,0
4705197,0
4705332,0
4705338,0
4705486,0
4705722,0
4705756,0
4705822,0
4705907,0
4705973,0
4706004,0
4706136,0
4706199,0
4706240,0
4706249,0
4706275,0
4706300,0
4706381,0
4706413,0
4706425,0
4706985,0
4707120,0
4707182,0
4707393,0
4707594,0
4707688,0
4707707,0
4707770,0
4707808,0
4707927,0
4708596,0
4708606,0
4708738,0
4708791,0
4708813,0
4709127,0
4709237,0
4709306,0
4709765,0
4709906,0
4710230,0
4710293,0
4710308,0
4710519,0
4710660,0
4710682,0
4710761,0
4710871,0
4710912,0
4710918,0
4710937,0
4711119,0
4711157,0
4711270,0
4711298,0
4711336,0
4711471,0
4711656,0
4711794,0
4711804,0
4711923,0
4711942,0
4711980,0
4711992,0
4712008,0
4712011,0
4712140,0
4712162,0
4712203,0
4712250,0
4712281,0
4712332,0
4712385,0
4712445,0
4712523,0
4712680,0
4712696,0
4712702,0
4712740,0
4712906,0
4713007,0
4713079,0
4713205,0
4713211,0
4713340,0
4713522,0
4713532,0
4713799,0
4713814,0
4713843,0
4714078,0
4714348,0
4714383,0
4714408,0
4714556,0
4714694,0
4714848,0
4714986,0
4715002,0
4715090,0
4715102,0
4715159,0
4715231,0
4715731,0
4715734,0
4715834,0
4715900,0
4715922,0
4716299,0
4716315,0
4716346,0
4716372,0
4716390,0
4716642,0
4716991,0
4717069,0
4717192,0
4717320,0
4717424,0
4717474,0
4717622,0
4717792,0
4717864,0
4717990,0
4718385,0
4718747,0
4718929,0
4718979,0
4718982,0
4719149,0
4719259,0
4719287,0
4719680,0
4719743,0
4720123,0
4720170,0
4720481,0
4720660,0
4720789,0
4720870,0
4720993,0
4721197,0
4721260,0
4721527,0
4721791,0
4721863,0
4721920,0
4721957,1
4722124,0
4722133,0
4722507,0
4722554,0
4722671,0
4722796,0
4722938,0
4722953,0
4723223,0
4723233,0
4723384,0
4723443,0
4723707,0
4723852,0
4724003,0
4724065,0
4724087,0
4724383,0
4724468,0
4724590,0
4724621,0
4724763,0
4724932,0
4725171,0
4725193,0
4725218,0
4725413,0
4725432,0
4725558,0
4725718,0
4725985,0
4726004,0
4726073,0
4726403,0
4726550,0
4726635,0
4726758,0
4726981,0
4727386,0
4727395,0
4727534,0
4727553,0
4727713,0
4727948,0
4728030,0
4728143,0
4728206,0
4728316,1
4728360,0
4728671,0
4729017,0
4729067,0
4729098,0
4729265,0
4729459,0
4729563,0
4729714,0
4729777,0
4729843,0
4729994,0
4730160,0
4730169,0
4730185,0
4730229,0
4730421,1
4730528,0
4730788,0
4730873,0
4730905,0
4731096,0
4731181,0
4731800,0
4732058,0
4732177,0
4732256,0
4732356,0
4732453,0
4732692,0
4732695,1
4732786,0
4732818,0
4733138,0
4733151,0
4733544,0
4734206,0
4734571,0
4734712,0
4734734,0
4734756,0
4734816,0
4734841,0
4734894,0
4735130,0
4735485,0
4735510,0
4735516,0
4735611,0
4735617,0
4735664,0
4735736,0
4735765,0
4735978,0
4736330,0
4736399,0
4736446,0
4736556,0
4736761,0
4736921,0
4736949,0
4736996,0
4737112,0
4737323,0
4737392,0
4737411,0
4737559,0
4737706,0
4737728,0
4738181,0
4738237,0
4738545,0
4738689,0
4738781,0
4738818,0
4739092,0
4739101,0
4739120,0
4739236,0
4739626,0
4739654,0
4739729,0
4739770,0
4739899,0
4739952,0
4740248,0
4740282,0
4740395,0
4740688,0
4740750,0
4740882,0
4741231,0
4741234,0
4741489,0
4741539,0
4741602,1
4741674,0
4741724,1
4742092,0
4742120,0
4742180,0
4742343,0
4742393,0
4742397,0
4742400,0
4742532,0
4742626,0
4742893,0
4742943,0
4743116,0
4743198,0
4743471,0
4743521,0
4743741,0
4743804,0
4744062,0
4744087,0
4744096,0
4744106,0
4744555,0
4744750,0
4744841,0
4744976,0
4745004,0
4745020,0
4745029,0
4745193,0
4745425,0
4745431,0
4745617,0
4745937,0
4746009,0
4746057,0
4746292,0
4746355,0
4746368,0
4746377,0
4746396,0
4746446,0
4746713,0
4746719,0
4746745,0
4746811,0
4746983,0
4747008,0
4747049,0
4747235,0
4747291,0
4747379,0
4747398,0
4747426,0
4747624,0
4747772,0
4747954,0
4748253,0
4748557,0
4748598,0
4748642,0
4748849,0
4749003,0
4749123,0
4749145,0
4749157,0
4749164,0
4749208,0
4749318,0
4749371,0
4749613,0
4749789,0
4750090,0
4750540,0
4750543,0
4750602,0
4750697,0
4750778,0
4750986,0
4751049,0
4751234,0
4751350,0
4751375,0
4751586,0
4751699,0
4751759,0
4751884,0
4751975,0
4752076,0
4752220,0
4752333,0
4752736,0
4752751,0
4752773,0
4752783,0
4753065,0
4753518,0
4753549,0
4753782,0
4753854,0
4753917,0
4754419,0
4754451,0
4754498,0
4754567,0
4754614,0
4754762,0
4754796,0
4754869,1
4754900,0
4754906,0
4755032,0
4755051,0
4755189,0
4755233,0
4755243,0
4755440,0
4755516,0
4755576,0
4755849,0
4755987,0
4756113,0
4756188,0
4756251,0
4756317,0
4756364,0
4756386,0
4756587,0
4756744,0
4756791,0
4756813,0
4756942,0
4757008,0
4757077,0
4757175,0
4757526,0
4757599,0
4757699,0
4757775,0
4757841,0
4757916,0
4758199,0
4758274,0
4758296,0
4758416,0
4758582,0
4758604,0
4758912,0
4758918,0
4759050,0
4759245,0
4759261,0
4759311,0
4759433,0
4759735,0
4759867,0
4759892,0
4759924,0
4759933,0
4759996,0
4759999,0
4760310,0
4760423,0
4760426,0
4760470,0
4760508,0
4760693,0
4760819,0
4761124,0
4761252,0
4761519,0
4761585,0
4761783,0
4762010,0
4762107,0
4762113,0
4762311,0
4762393,0
4762487,0
4762588,0
4762751,0
4762939,0
4762943,0
4762971,0
4763015,0
4763049,0
4763100,0
4763150,0
4763376,0
4763671,0
4763803,0
4763841,0
4763901,0
4763957,0
4764133,0
4764143,0
4764328,0
4764363,0
4764520,0
4764686,0
4764944,0
4764972,0
4765220,0
4765409,0
4765519,0
4765660,0
4765952,0
4766467,0
4766694,0
4766734,0
4766992,0
4767093,0
4767190,0
4767278,0
4767360,0
4767379,0
4767385,0
4767762,0
4767975,0
4768098,0
4768195,0
4768214,0
4768224,0
4768271,0
4768359,0
4768488,0
4768685,0
4768717,0
4768764,0
4768858,0
4768987,0
4769050,0
4769270,0
4769505,0
4769568,0
4769590,0
4769615,0
4769681,1
4769908,0
4770002,0
4770184,0
4770325,0
4770401,0
4770536,0
4770561,0
4770633,0
4770756,0
4770907,0
4771218,0
4771258,0
4771761,0
4771874,0
4771899,0
4772188,0
4772295,0
4772374,0
4772455,1
4772801,0
4772955,0
4772977,0
4773027,0
4773068,0
4773093,0
4773250,0
4773778,0
4773825,0
4774177,0
4774535,0
4774573,0
4774733,0
4774805,0
4775075,0
4775374,0
4775440,0
4775559,0
4775710,0
4775713,0
4776062,0
4776162,0
4776172,0
4776194,0
4776360,0
4776511,0
4776561,0
4776781,0
4777026,0
4777168,0
4777319,0
4777592,0
4777931,0
4778201,0
4778384,0
4778427,0
4778729,0
4778864,0
4778936,0
4779097,0
4779109,0
4779119,0
4779354,0
4779436,0
4779565,0
4779587,0
4779646,0
4779744,0
4779750,0
4779913,0
4780033,0
4780071,0
4780202,0
4780246,0
4780272,0
4780382,0
4780476,0
4780529,0
4780759,0
4780790,0
4780812,0
4781311,0
4781494,0
4781770,0
4781827,0
4781915,0
4781940,0
4782047,0
4782100,0
4782172,0
4782750,0
4783112,0
4783143,0
4783181,0
4783872,0
4784331,0
4784356,0
4784503,0
4784978,0
4785232,0
4785311,0
4785471,0
4785898,0
4785933,0
4786043,0
4786115,0
4786209,0
4786335,0
4786417,0
4786454,0
4786549,0
4786555,0
4786564,0
4786577,0
4786856,0
4786963,0
4787067,0
4787186,0
4787193,0
4787416,0
4787610,0
4787676,0
4787796,0
4787887,0
4787937,0
4788151,0
4788210,1
4788408,0
4788446,0
4788591,0
4789002,0
4789062,0
4789084,0
4790133,0
4790230,0
4790384,0
4790450,0
4790721,0
4790768,0
4790771,0
4790937,0
4791164,0
4791204,0
4791248,0
4791688,0
4791789,0
4791983,0
4792081,0
4792166,0
4792417,0
4792543,0
4792935,0
4793083,0
4793099,0
4793473,0
4793539,0
4793548,0
4793972,0
4794022,0
4794302,0
4794462,0
4794484,0
4794638,0
4794685,0
4794814,0
4795040,0
4795072,0
4795606,0
4795637,0
4795687,0
4795791,0
4795813,0
4796024,0
4796105,0
4796130,0
4796397,0
4796796,0
4796844,0
4797057,0
4797315,0
4797340,0
4797481,0
4797503,0
4797516,0
4797601,0
4797607,0
4797714,0
4797786,0
4797817,0
4798040,1
4798226,0
4798307,0
4798380,0
4798461,0
4798568,0
4798578,0
4798597,0
4798637,0
4798785,0
4798842,0
4799115,0
4799118,0
4799684,0
4799891,0
4799919,0
4800227,0
4800331,0
4800362,0
4800632,0
4800698,0
4800777,0
4800802,0
4800997,0
4801104,0
4801147,0
4801182,0
4801446,0
4801672,0
4801700,0
4801710,0
4801832,0
4802037,0
4802172,0
4802307,0
4802445,0
4802728,0
4802809,0
4802866,0
4802992,0
4803186,0
4803243,0
4803403,0
4803472,0
4803793,0
4803934,0
4804009,0
4804255,0
4804654,0
4804669,0
4804710,0
4804877,0
4805065,0
4805458,0
4805675,0
4806130,0
4806510,0
4806532,0
4806796,0
4806928,0
4807173,0
4807230,0
4807236,0
4807311,0
4807512,0
4807541,0
4807679,0
4807930,0
4807933,0
4808254,0
4808370,0
4808383,0
4808480,0
4808524,0
4808562,0
4808584,0
4808590,0
4808624,0
4808703,0
4808763,0
4808785,0
4808819,0
4808873,0
4808936,0
4809168,0
4809199,0
4809228,0
4809536,0
4809674,0
4809727,0
4809913,0
4810013,0
4810070,0
4810076,0
4810120,0
4810180,0
4810283,0
4810346,0
4810773,0
4810786,1
4811477,0
4811552,0
4811562,0
4811612,0
4811637,0
4811656,0
4811700,0
4811813,0
4811939,0
4812049,0
4812052,0
4812168,0
4812247,0
4812259,0
4812683,0
4812793,0
4812809,0
4812828,0
4812837,0
4812979,0
4813108,0
4813529,0
4813532,0
4813632,0
4813843,0
4813862,0
4813871,0
4813921,0
4814110,0
4814191,0
4814317,0
4814795,0
4814823,0
4814945,0
4815112,0
4815118,1
4815294,0
4815426,0
4815844,0
4815979,0
4816020,0
4816865,0
4817025,0
4817242,0
4817248,1
4817361,0
4817443,0
4817559,0
4817710,1
4817776,0
4818008,0
4818049,0
4818178,0
4818187,0
4818291,0
4818426,0
4818445,0
4818511,0
4818564,0
4818678,0
4818797,0
4818832,0
4818923,0
4818982,0
4819161,0
4819303,0
4819340,0
4819501,0
4819554,1
4819768,0
4820063,0
4820091,0
4820110,1
4820145,0
4820160,0
4820233,0
4820289,0
4820339,0
4820346,0
4820440,0
4820625,0
4820694,0
4820814,0
4821188,0
4821254,0
4821533,0
4821756,0
4821803,0
4821995,0
4822067,0
4822250,0
4822331,0
4822517,0
4822796,0
4822985,0
4823079,0
4823085,0
4823104,0
4823255,0
4823390,0
4823484,0
4823629,0
4823824,0
4823974,0
4824307,0
4824474,0
4824480,0
4824713,0
4824731,0
4824785,0
4825017,0
4825118,0
4825190,0
4825269,0
4825397,0
4825567,0
4826045,0
4826101,0
4826177,0
4826327,0
4826340,0
4826365,0
4826440,0
4826453,0
4826494,0
4826642,0
4826657,0
4826956,0
4826965,0
4826975,0
4826981,0
4827110,0
4827421,0
4827455,0
4827678,0
4827757,0
4827854,0
4828021,0
4828049,0
4828096,0
4828115,0
4828146,0
4828344,0
4828369,0
4828881,0
4829048,0
4829211,0
4829246,0
4829315,0
4829340,0
4829406,0
4829563,0
4829833,0
4829887,0
4829924,0
4830333,0
4830383,0
4830744,0
4830792,0
4830870,1
4831228,0
4831297,0
4831417,0
4831508,0
4832083,0
4832111,0
4832252,0
4832337,0
4832397,0
4832488,0
4832507,0
4832909,0
4833013,0
4833072,0
4833107,0
4833452,0
4833628,0
4833701,0
4833829,0
4834282,0
4834571,0
4834574,0
4834659,0
4834734,0
4834741,0
4834766,0
4834822,0
4834838,0
4834948,0
4835048,0
4835067,0
4835337,0
4835429,0
4835532,0
4835626,0
4835670,0
4835702,0
4835793,0
4835806,0
4835818,0
4835922,0
4836095,0
4836101,0
4836299,0
4836377,0
4836569,0
4836613,0
4836666,0
4836808,0
4837015,0
4837062,0
4837364,0
4837584,0
4837628,0
4837772,0
4837942,0
4837986,0
4838046,0
4838177,0
4838369,0
4838492,0
4838894,0
4839048,0
4839227,0
4839478,0
4839484,0
4839491,0
4839695,0
4839711,0
4839773,0
4839842,0
4839943,0
4840006,0
4840204,0
4840248,0
4840270,0
4840688,0
4840864,0
4841269,0
4841451,0
4841552,0
4841661,0
4841721,0
4842010,0
4842079,0
4842108,0
4842230,0
4842428,0
4842510,0
4843295,0
4843414,0
4843685,0
4843986,0
4844099,0
4844175,0
4844263,0
4844269,0
4844498,0
4844709,1
4844731,0
4844825,0
4844834,0
4844841,0
4844888,0
4844970,0
4844979,0
4845161,0
4845378,0
4845391,0
4845595,0
4845626,0
4845786,0
4845790,0
4845840,0
4846072,0
4846258,0
4846283,0
4846349,0
4846452,0
4846525,0
4846801,0
4846855,0
4846936,0
4847096,0
4847122,0
4847232,0
4847263,0
4847282,0
4847373,0
4847483,0
4847511,0
4847527,0
4847652,0
4847700,0
4847854,0
4847945,0
4848036,0
4848077,0
4848246,0
4848347,0
4848482,1
4848884,0
4848900,0
4849575,0
4849644,0
4849811,0
4849899,0
4850106,0
4850116,0
4850131,0
4850207,0
4850288,0
4850298,0
4850496,0
4850719,0
4851093,0
4851573,0
4851699,0
4851771,0
4851793,0
4851837,0
4852019,0
4852114,0
4852164,0
4852425,0
4852456,0
4852494,0
4852710,0
4852748,0
4852767,0
4852830,0
4852839,0
4852855,0
4853081,0
4853125,0
4853474,0
4853486,0
4853540,0
4853559,0
4853863,0
4853870,0
4853986,0
4854039,0
4854042,0
4854055,0
4854156,0
4854426,0
4854445,0
4854473,0
4855177,0
4855406,0
4855450,0
4855591,0
4856000,0
4856216,0
4856308,0
4856443,0
4856914,0
4857036,0
4857128,0
4857178,0
4857241,0
4857303,0
4857545,0
4857756,0
4858004,0
4858123,0
4858438,0
4858563,0
4858639,0
4858676,0
4858799,0
4858912,0
4859009,0
4859110,0
4859176,0
4859565,0
4859647,0
4859766,0
4859864,0
4860021,0
4860027,0
4860181,0
4860605,0
4860643,0
4860869,0
4860904,0
4861344,0
4861410,0
4861447,0
4861661,0
4861746,0
4861805,0
4861881,0
4861893,0
4861962,0
4862044,0
4862603,0
4862654,0
4862688,0
4862723,0
4862877,0
4862895,0
4862952,0
4862974,0
4863254,0
4863316,0
4863389,0
4863530,0
4863584,0
4863646,0
4863734,0
4863945,0
4863954,0
4864089,0
4864250,0
4864391,0
4864523,0
4864548,0
4864586,0
4864705,0
4864790,0
4864978,0
4865164,0
4865214,0
4865289,0
4865415,0
4865484,0
4865585,0
4865673,0
4866194,0
4866197,0
4866376,0
4866411,0
4866540,0
4866631,0
4866703,0
4866800,0
4866848,0
4866873,0
4866898,0
4867448,0
4867598,0
4868089,0
4868349,0
4868374,0
4868535,0
4868858,0
4868880,0
4868943,0
4869150,0
4869367,0
4869443,0
4869509,0
4869625,0
4869776,0
4869794,1
4869948,0
4870140,0
4870168,0
4870197,0
4870231,0
4870536,0
4870542,0
4870555,0
4870558,0
4870596,0
4870668,0
4870718,0
4870995,0
4871130,0
4871174,0
4871211,0
4871265,0
4871434,0
4871507,0
4871654,0
